Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cameroon,CMR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,12.03007692,10.76040177,11.81068034,10.84942118,11.21985039,17.56756699,12.50729126,12.55290077,16.58801469,19.7188527,17.11578755,12.86643376,25.74340535,26.78198187,21.35652697,21.74372236,19.62536201,29.56271727,27.1531681,28.59499516,26.67106889,26.01180813,20.99313669,20.97002162,20.06774957,20.68122099,22.03161675,16.53678835,20.38421575,22.61253609,24.09430936,20.77601911,22.51561563,20.11712089,19.28811841,18.97801153,17.72422726,16.93198817,16.72536624,18.12521931,18.16415694,19.02961379,19.1200424,16.84636811,15.54840859,15.72763924,15.66978646,15.71817313,16.25522696,16.1153961,14.68800792,17.07938083,16.94831296,16.4229337,15.25631374,14.3932505,14.41376575,16.46374087,15.10060994,15.84839802
"Congo, Dem. Rep.",COD,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.63389269,14.12964676,27.54108298,6.250000078,-0.999130131,9.162445015,10.31831747,5.637572905,9.461631054,3.494084738,8.37953295,12.42867776,13.16193747,14.03979905,14.2165643,9.013101123,16.41946184,19.24996882,19.52912855,23.81786597,23.77440676,22.50929624,19.96656121,23.8107204,25.04641932,18.31973049,20.51137863,32.83328151,32.50432052,31.44603618,29.49909488
"Congo, Rep.",COG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-11.9670146,0.451806902,3.836362276,1.366462342,2.014146788,5.349794784,9.040580996,6.164357049,2.73307701,1.886784695,1.1842025,6.53889869,5.603859807,20.19869015,28.81477771,11.25304027,4.825300111,6.914778511,9.984673172,24.74505722,35.65482797,30.09045597,46.49295775,44.61961974,46.39540949,31.06716213,15.61579451,22.8417828,18.81638847,27.82368985,48.64087664,34.11279849,45.84317884,40.99266579,38.78392952,37.67675819,41.29733015,37.66988567,30.33423354,48.0259169,64.92741624,52.15035205,51.90907861,57.49362702,49.49603841,56.39527372,57.61095272,49.4378521,55.76876257,47.70256936,60.18159933,59.473624,62.53644876,59.93030468,54.91427536,41.17569522,33.14408095,47.20284924,53.36498381,46.72197049,35.86302887,42.10384003,50.44217398,42.79241719,39.21579493
Colombia,COL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,20.58190057,19.13423425,18.11373278,17.37974957,16.63133,17.15050919,14.6933206,17.86897662,18.05215135,17.40745382,18.9480899,15.36507448,18.58354341,20.53010364,20.36546479,18.79819702,20.71392338,22.41892437,21.11168164,19.92232614,19.68951258,17.05707108,16.20903873,17.11242816,18.38580464,20.32335438,24.84501962,24.03127779,24.4192739,24.15925913,23.55425822,23.76462356,19.98001951,19.13365224,19.61763297,19.36899879,16.50575488,15.00977002,13.8338578,13.42401236,14.05882099,12.90541109,13.90004199,15.31623492,17.11907253,18.17563129,18.75478244,19.22166784,20.7724623,19.68044596,20.30584862,22.07817803,20.89190361,20.3687755,19.78534624,16.7133512,16.39904513,16.6070414,16.46016212,15.55815287,12.11712709,11.25181741,12.28132548,11.71490923,11.99515719
Comoros,COM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,-0.040145416,-0.043108296,-0.04134555,-0.042454122,-0.042129262,-0.042995666,-0.042404873,-0.042390426,-0.043321844,-0.043145787,-0.041891083,-0.043462645,-0.04295177,-0.042888988,-0.04288622,-0.042234524,-0.042777224,-0.042623818,-0.042135569,-0.041900678,-0.042238068,-0.042324798,-0.042414358,-0.042463198,-0.042292912,-0.042543486,-0.042753932,1.681913825,-0.526955023,-1.282364436,-2.097360831,-4.066688431,-6.767120293,-4.790355376,-4.679908131,-3.894515182,-3.226415555,-2.92828265,-2.310014441,-3.986351004,-10.58466786,-8.731490925,-11.15992119,-13.23885344,-12.81097172
Cabo Verde,CPV,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5570729,23.65032378,18.97499643,19.97600145,20.10384633,19.48086134,18.85110365,18.18898485,17.36909069,16.12313582,13.36895951,13.35062206,13.23938368,1.155210609,-2.005697697,2.253802885,5.253622511,4.881397944
Costa Rica,CRI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,12.60968973,14.68270908,16.12691695,13.75360863,11.84525117,8.878711525,13.06547491,13.0192729,13.33801302,14.67296316,13.79262514,14.0254973,15.64911512,17.91998034,11.76101086,13.155326,17.66043065,18.80390417,15.61109886,15.04348929,16.23359377,24.11882517,27.60511962,23.43613221,23.109927,24.13624104,26.05551236,22.98731889,22.67940898,22.70534645,20.4182134,13.77440558,14.9007891,13.75091179,14.54276525,16.02589408,13.71730199,15.65935661,18.54944031,18.65691583,20.02241115,20.27987541,17.92144545,16.98076934,18.08880034,16.67052656,17.89915712,17.99444744,15.82214868,17.95820592,17.98065153,16.35397484,16.10829088,16.7073483,16.7577418,18.09148023,19.2306554,18.51828679,18.9015401,18.9541983,19.83616373,20.15285664,20.28019334,20.61585871,21.40159884
Caribbean small states,CSS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,13.73710321,13.74586198,13.74222042,13.72636838,13.6960061,13.77506002,13.78965199,13.72401213,13.64711033,13.54419998,14.17032659,13.86261152,13.39581361,13.26260185,13.02964399,17.3009622,12.32403536,11.06182485,12.59654163,11.86485652,15.097125,7.294391433,4.147712816,2.676471685,4.775422644,5.09681601,13.89981793,12.04730415,9.20365759,9.06309175,9.687670372,8.573845416,7.521245888,7.820595133,9.532760254,13.4495039,11.96706413,12.88822075,11.06266949,12.9429768,14.92196244,11.71764024,13.7310127,13.27059678,12.50506781,12.0697075,12.25597418,13.17714413,13.99603303,13.10172526,10.52891423,13.57420335,5.413106763,-7.861772882,-15.70858585
Curacao,CUW,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99498599,16.52783623,11.110554,11.13034204,13.2518068,3.77450764,10.82516125,10.55589352,12.67728681,13.29425708,15.04442878,15.57933116,10.34367392,12.292204,,,,,,
Cayman Islands,CYM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,1.322969657,7.996396156,10.28126212,12.55675656,18.99015238,19.46599888,19.88584618,19.00672908,17.50681828,22.22222319,22.12252672,24.72359156,23.85686634,22.70654572,24.49821101,21.43834824,15.83354892,17.5158726,23.65407398,25.11847001,25.66995493,23.76890721,22.6370898,21.52492903,22.45704697,22.85988351,22.30320456,21.45103013,21.01794183,21.7408857,21.67657167,21.37887185,19.31385065,15.88239905,17.1851807,15.45407417,14.83917677,14.03027857,14.23204411,14.24678623,16.08085932,19.00014705,20.04206584,20.34182001,20.50231158,19.27054509,24.33361175,24.17370061,23.51172834,24.31513347
Czechia,CZE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.50070079,30.75147652,27.87780458,28.86813014,29.29663629,30.812066,31.03056902,28.57831048,30.43214852,29.26958574,29.98108097,30.71284092,29.16183823,28.03737262,30.449252,31.61204844,32.80264412,34.53155593,33.16304088,30.30020238,29.75800357,30.3557567,30.39826767,30.03542087,31.63638299,32.97535821,32.74466605,32.70777149,31.72045298,32.26694294,31.47172134,31.85050783,31.84066321,33.13253665,32.55574758
Germany,DEU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,28.536885,27.26585724,26.28865956,26.07930312,24.91548998,21.36156767,21.98494592,21.73302758,22.19648106,21.98164559,20.75128882,19.65200911,20.05234156,20.19540026,20.59657112,21.28805113,22.86730991,22.23618207,22.96975855,23.83354914,24.99900367,25.72156496,25.1324939,24.16202898,24.6669786,24.83396757,24.12115776,24.42750536,25.22565779,24.29887736,24.12967328,24.32610805,24.20008456,23.19777223,23.9853208,23.68872301,25.07765294,27.17711292,26.67131403,22.77633652,24.63651798,26.12124169,25.5119888,25.56292038,26.67847222,26.91201576,26.97735047,27.64205202,27.51892092,26.98850529,27.03511151,27.79319672,25.7470691,25.96625989,25.27682105
Djibouti,DJI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01574283,20.44930496,18.53323433,16.39199173,15.86156447,15.62797328,14.7779583,8.276108963,6.300215443,5.620320301,11.84534016,11.84534018
Dominica,DMA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,24.07156956,23.08207237,23.66091587,24.96201728,23.91350321,23.88664487,26.29967671,25.64777207,23.5952484,21.52104472,20.89031977,20.84607534,20.92217456,20.73432841,19.69404303,18.49741112,19.25319257,20.65235647,22.35628875,22.94746099,23.65928344,24.08620893,24.53402561,25.12281184,26.34995,25.82051265,25.82788159,24.88682829,24.64458732,25.35798647,25.68734224,26.37974743,25.67569488,26.83732568,29.00968724,28.8859394,28.10294995,27.67098465,27.28145301,27.52273792,28.20161995,27.97867041,27.50724998,23.63557113,24.61598635,25.1418152,25.02637625,25.58151971,26.6041494,27.04182063,27.71583965,28.43306271,27.68506714,27.89574776,28.40308026,30.05194186,34.29180256,32.64799972,33.44549901
Dominican Republic,DOM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,16.56748211,12.87270666,9.404162116,8.747843192,8.131796815,3.445557933,4.92936274,6.571318129,5.36558243,8.468102397,9.16681279,8.161937774,16.34135836,17.6836795,13.99360526,21.15377159,15.43300281,14.58597748,13.05237137,15.61404779,10.90643428,15.31564596,11.04307351,12.37764252,9.601121209,12.70083521,16.02489689,15.83749419,20.83017985,17.63440067,15.37266129,13.71294637,11.93396688,14.53390595,16.26356717,16.6050209,17.18519612,18.31274318,20.77784418,20.77222202,19.58791939,20.04131644,19.68149309,19.26565587,21.570879,19.78178871,19.6102214,19.92820433,16.36640875,14.90763817,15.56426265,14.18798628,14.77954884,16.05963089,17.54830884,18.3772363,18.82994222,18.78088901,20.85329915,20.97254535,17.74076905,21.38154041,20.34473264,20.61758274,20.75038729
Algeria,DZA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,17.26535977,27.93535004,32.84120237,17.43573242,18.06795598,19.37480553,18.65675719,25.23706722,26.81630532,28.07075808,29.56913635,26.06008863,29.02518475,34.19810111,43.2758004,36.13016377,39.2861923,35.76098004,37.58645915,40.82847761,43.07692322,40.70010694,39.21001889,39.70902521,33.40807155,31.41092161,23.23873647,23.41674477,20.54364126,20.19844108,27.09607603,37.35938182,32.20759218,27.73584698,26.55715556,28.10710135,31.49416367,32.01567829,27.21074071,31.61879848,44.84500598,43.11533224,42.10687269,45.64981314,48.27936899,53.07718109,55.97509633,55.46638393,55.80280478,46.95417092,49.77207072,49.50990507,48.29032337,47.02973254,45.21391011,39.63127333,38.85395744,39.11413512,40.8669033,38.93860308,33.63000334,39.19794161,45.49097668,41.45719901,40.66826162
East Asia & Pacific (excluding high income),EAP,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,34.09058881,19.76494673,11.78645436,15.36500429,22.06969401,27.987825,28.65240666,24.23076433,23.38341737,26.7065462,29.32206772,30.51399722,29.48562277,30.59451819,31.20319455,31.46056777,29.33829242,31.14059044,32.94384123,33.68217042,32.2220569,29.54164221,28.50739105,30.58725263,31.42735034,31.58966475,33.02755977,36.63420195,35.61583157,32.67841503,32.16156359,33.36896492,34.75867925,36.76263197,37.15039637,36.73857676,36.24884126,36.7311451,36.85511265,34.36714079,34.90458256,35.59903283,35.83358153,37.94757146,40.29190931,41.22077365,42.76802241,44.15403055,45.55860449,45.46575556,46.6791281,45.88019863,45.08031567,44.75476438,44.29842944,43.06796152,42.00333692,42.26794704,42.06036891,41.27294353,41.65579929,42.97792212,43.39775903,41.18359694,41.23622954
Early-demographic dividend,EAR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,16.63286549,18.90111927,15.82978895,15.98542646,16.65032983,17.09863747,18.30758005,18.47319938,20.1616265,20.62029275,20.3334836,19.59021299,21.04898873,23.23022984,27.98608652,25.36337501,29.04560517,28.23071799,24.87660255,26.91270618,28.68629879,26.64609013,23.95706848,22.53732527,22.2569562,21.85425678,18.80861426,19.67921174,19.50265805,20.55976992,20.94568137,19.99293731,19.65685013,19.80954929,20.730014,22.67383533,23.40144497,22.87900384,21.4098156,21.49294397,23.03608937,22.36053686,23.08389037,23.90785788,25.83251152,27.27165052,28.65587745,28.7037494,29.03337888,26.43070424,28.41260348,28.48203333,27.73486574,26.61337951,26.11519131,24.06085952,24.5188016,25.33508786,25.9668967,25.47557722,23.85532764,25.87827695,26.59320077,26.05100524,25.04408015
East Asia & Pacific,EAS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,11.27389189,8.183950703,8.419898532,13.12506709,19.84445103,22.67974704,24.81466667,26.85307222,30.25061087,34.19195352,37.50784871,36.7677664,36.47553209,37.08745407,36.07649098,33.35224633,33.03284725,33.42056514,33.70023812,33.42242213,33.07116315,32.62571943,31.50356035,31.61925955,32.64180393,33.09426556,33.90241993,34.63606452,35.43096455,34.99218921,34.84234328,35.19809418,34.46420239,33.74560991,32.98912484,32.7927967,32.84520422,32.8253649,32.34775077,30.77393509,30.95946714,30.14631941,29.83521447,30.63223335,31.78941717,32.37510501,33.54374101,34.99532372,35.36452532,34.61185793,36.10345531,35.91032884,35.75101448,36.60632331,37.05469042,37.29335172,36.64530738,37.23147809,37.21016137,36.66898457,37.0692318,38.71505339,39.04355667,37.50598322,37.85395422
Europe & Central Asia (excluding high income),ECA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89028978,21.23861542,22.30120728,17.92869716,16.20624394,21.3082955,20.70292893,19.68541628,19.3288334,16.67561545,19.06991806,20.08022824,20.39773185,19.88657253,21.44720188,23.27523309,24.94845184,24.72020065,25.37508209,22.95704654,24.40627867,26.01872878,25.65686896,25.43063432,26.41880191,26.32521471,25.61845308,26.74211012,28.32251569,26.76698821,25.97221326,28.77377567,28.41235331,26.67909688,26.18813227
Europe & Central Asia,ECS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,27.23736704,26.35759038,26.10391618,26.59326296,25.62910066,23.25854733,23.66336297,23.48100239,23.80127865,23.55239799,22.3985451,21.35177212,21.28629875,21.36455381,22.05216886,22.26594106,22.67424249,22.14312971,22.9281609,23.91626414,23.4800167,23.29795042,22.89289053,21.81453349,22.13968559,23.78884171,23.41677439,23.3821924,23.5423235,23.25733734,23.7952243,23.74647849,23.32815639,22.91876037,23.36581479,23.55558741,24.50962236,25.28711939,24.9727679,22.00363077,22.95084727,24.04793013,23.77983122,23.72488886,24.17245257,24.72736158,24.67835935,25.28113354,25.72246391,25.7460011,25.50409625,27.00602626,26.89523928,26.21528341,26.00428547
Ecuador,ECU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,25.01086918,24.46845145,24.23600233,24.20376565,23.3115548,23.05407091,21.75376676,20.97970045,15.48166697,18.88461508,15.9911182,16.28914962,20.11135326,21.74385394,28.54292903,17.31158153,19.11312666,22.65322731,22.77138964,22.5218199,24.64592429,25.14677313,18.66485444,20.90924771,20.47637516,22.5970391,21.7170496,18.40904351,21.4595079,22.54303282,25.00583477,24.19798044,26.13099303,17.97789326,18.06816038,16.48730084,18.86868213,18.36161056,16.38445152,23.18229529,26.86476883,17.57708018,16.2884524,17.09908101,18.37514914,20.76064289,23.67914109,24.43184053,27.52824617,22.44514508,22.68402279,25.72314754,25.67319391,26.20058247,25.98958658,20.36736758,20.7901424,21.83383929,21.61883199,21.06365089,20.16272637,21.61828623,22.37560377,20.78469888,21.83646924
"Egypt, Arab Rep.",EGY,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,13.47624249,13.97265525,13.39827238,12.63938478,12.92796093,13.87773119,12.24389645,11.78002209,7.349350138,7.667186224,11.07571214,8.324199425,6.58864085,8.571428571,7.95830613,8.566690536,10.87760642,14.21210977,14.56734017,15.7082382,15.16033424,19.56204558,19.53553616,19.54887218,18.98734177,20.10723861,21.08843537,15.9223301,15.25974026,17.14285649,16.70146086,15.82222222,16.96621136,15.59278351,15.14285714,15,12.68526591,11.50808575,12.00417537,13.36150845,12.93737136,13.40953443,13.64476115,14.2994012,15.57799299,15.71030641,17.1118666,16.27282492,16.79508654,12.55037421,14.26321896,12.982277,8.10891503,7.874650613,5.211267606,5.81038504,5.484609139,5.930140321,10.68321118,12.81808435,11.63735656,9.4775705,13.04686006,14.25153121,6.148616378
Euro area,EMU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,28.43679839,27.56448931,27.30008273,27.58502638,26.99735934,24.29656949,24.49245061,24.13555833,24.43561457,24.12482393,23.08432592,21.70376878,21.58943619,21.672029,22.22854922,22.22453752,23.1613996,22.60165995,23.53303444,23.99263544,24.39640472,24.04805939,23.22704341,22.71272381,23.31369484,23.92118596,23.52378695,24.02507001,24.51076302,24.22011308,24.27293756,24.43593166,24.31012567,23.71602672,24.11507608,23.83753814,24.50922965,25.44227871,24.62283451,21.91017188,22.3712521,23.02997399,22.77695667,23.02338194,23.68402147,24.66804913,24.88297457,25.36395652,25.56977026,25.87162634,25.59374668,26.78925316,25.86269306,26.01749044,25.87667399
Eritrea,ERI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.71912014,-24.41755906,-29.97984856,-38.25318303,-30.56072222,-24.9044037,-32.97173958,-31.67624143,-26.54336545,-15.1880073,-23.47886867,-34.57920904,-33.75718648,-28.43516466,-17.78071073,-10.34227895,-8.989896271,-9.651097918,-45.51703889,-24.78867979,,,,,,,,,,,,,
Spain,ESP,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,26.46856532,26.10106426,26.63288143,26.93937996,25.88300257,25.183587,22.92559231,23.36085434,24.05690656,22.96556624,21.09042441,19.67552212,19.82100583,20.01423493,21.6653513,21.66777682,22.64799355,22.13871854,23.06977041,22.29154913,22.4327658,21.81907864,20.24010899,19.77650649,20.58721644,21.42098253,22.08444286,22.82343329,23.50371428,23.63005299,23.72859108,24.22227865,24.73204187,25.32394482,24.59982397,24.58609967,24.86736002,24.6782257,23.74653012,22.48604367,21.36109809,20.97858125,20.63990641,21.25448008,21.18756551,22.38876951,23.02650033,23.1990113,23.4463934,23.89372343,22.14256996,22.86361348,23.5672447,24.9565852,25.3347174
Estonia,EST,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.54409142,18.3173382,19.51752807,19.44225089,21.61190833,21.92053966,21.89305797,26.03839009,26.60675076,26.38576352,26.875193,27.19609015,28.77815602,30.02262223,31.69318583,28.25042443,26.12252629,28.00779771,31.26132902,30.72061413,29.51786679,30.16262733,28.50371129,28.23704798,29.91370046,30.16616467,30.04224878,28.5703343,29.70774494,28.04990903,26.06168186,25.55437768
Ethiopia,ETH,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24844076,19.23465785,17.57748194,20.53588308,19.74177603,22.48053268,17.97612703,24.08575653,22.11327051,20.82725411,18.94365633,15.23464789,14.76303903,14.2535781
European Union,EUU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,28.23663898,27.36317082,27.13259936,27.37584088,26.71405319,24.19510755,24.30685543,23.81745804,24.07294418,23.77151276,22.81855813,21.60070793,21.5072209,21.63490893,22.31800631,22.29118691,23.04829251,22.46093278,23.3521996,23.82996934,23.95492394,23.74068341,22.87027932,22.4144325,23.16228704,24.03169597,23.61638836,24.08839856,24.52750308,24.2347032,24.32383928,24.42780292,24.22314513,23.67753941,24.13585629,23.88422139,24.60661116,25.51969285,24.70742135,22.10751328,22.55606281,23.26528367,22.97645184,23.23948646,23.9148435,24.91107485,25.08006259,25.48461921,25.63562767,25.99802807,25.74225567,26.88739612,26.08841788,26.18948955,25.90627418
Fragile and conflict affected situations,FCS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,31.48549946,31.42951792,30.89104792,32.45722296,33.99530196,30.27911086,28.75447011,27.84233597,28.19074308,29.67546616,30.42186572,29.8494522,28.76004861,28.61153008,29.25414468,28.21124946,27.89744081,27.52238012,29.58453376,30.31231077,29.07743723,22.92292292,21.72292595,22.74383834,24.96745582,27.08066711,26.2225796,28.57065473,30.31694497,30.88550533,32.44174622,32.52542994,31.12907572,29.25636395,29.43914931,28.95497553,28.86712445,30.65984529,29.11512306,23.78848323,24.09445806,23.74187347,22.00540978,21.35166612,20.97835855,21.24248306,22.23932282,24.56053688,24.82999504,25.17042739,25.33811081,24.84242093,25.29242678,22.90909224,22.78276436
Fiji,FJI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,28.66608768,28.08008467,27.92974893,27.40626464,28.41627119,29.15582809,29.38347897,29.16210055,28.4588228,28.77169104,29.52381869,29.13406825,29.19544764,29.6343721,28.77223059,26.61504759,26.32473847,26.20892167,26.14286078,26.00862986,24.87192559,22.60795119,21.80306009,21.90980033,21.82231385,21.22008321,22.07244433,21.55226548,22.98508627,23.85831091,23.80778731,23.45574064,22.73315427,21.20203701,21.77738481,22.1347478,21.35551055,22.35130528,23.2108085,23.4742909,23.58792801,23.48262424,23.0290692,22.32566987,22.69081144,22.41563041,22.67160803,23.13361281,22.68543056,20.28054278,20.40329044,20.97170446,20.88196511,20.88377877,21.12082969,21.59884412,21.25152432,21.40921913,21.6452769,22.37519852,21.07997313,22.23510181,21.29244145,21.21424363,21.1852331
Faroe Islands,FRO,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.80888054,20.69403839,22.94217214,24.34268435,22.79640391,16.69344976,14.22308675,5.146403866,14.87744506,16.89952799,14.61985079,7.995840408,15.78365436,15.28031756,14.21885558,18.41943277,22.44417541,24.7895132,26.68416217,28.95105961,28.47259471,30.53021992,26.8889543,29.33897977,32.20936596,32.43236279,31.53001299
"Micronesia, Fed. Sts.",FSM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,-80.12051382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,43.68714108,45.9561275,48.94015668,38.73371819,66.04788808,64.2949827,72.98011403,58.40336134,49.85163205,54.00248216,60.62817961,59.01858028,56.94339305,52.96757719,51.85708778,47.28423859,26.85161619,23.83656092,32.41397433,30.90228379,36.85671973,41.24599706,34.88390118,36.31943132,44.98648367,46.95418552,49.60889865,55.5438873,37.92676749,45.43295019,58.2644809,47.93483496,46.22077323,46.48387972,49.84551676,57.43227798,56.53942005,56.80342406,60.49044886,48.82000031,55.87043583,59.63275648,56.5240239,53.26037064,50.66050438,47.34519184,44.91957456,46.79855104,50.81978771,51.33285358,44.94838009,53.9864794,59.12131802,54.05396835,56.2450205
United Kingdom,GBR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,16.19964739,15.62749589,14.41620037,15.18939995,11.25061633,9.24695536,10.72370645,13.5380079,14.60778475,14.88762476,13.96742782,13.13755802,13.24506231,13.35962087,13.5716538,14.64144776,12.70709608,14.0976167,14.48478651,15.5328505,14.86350205,13.29869237,11.73523618,11.56511783,11.98020239,19.48390553,19.60214928,18.83105434,18.30058516,17.49138027,17.72160263,17.06065489,16.32600787,16.19157831,15.78111778,16.28299753,17.03060727,17.24154153,16.61098341,14.74761207,15.05966869,15.69746309,15.54479621,15.86543191,16.67541303,17.10862358,16.87921966,17.88947474,17.675412,17.83066817,19.01812945,18.93916954,17.27178646,17.29155675,18.32166785
Georgia,GEO,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,30.81426291,32.50935111,34.53481208,34.65542132,35.24514339,31.1030613,29.28482904,29.66167265,27.07197383,25.4563188,22.49097955,24.60732984,5.697050938,-18.86210198,-48.71183642,-12.79198472,-13.01505752,-12.20020857,4.795338603,8.212442006,0.948332809,10.88270453,12.39487929,11.56688969,11.39623179,12.50849762,2.744037303,3.890830774,-4.889671768,-7.923940843,4.192266017,5.380260546,7.5724232,9.770095751,9.06217294,10.13487669,13.97462725,14.29420876,17.4688467,17.96619394,5.51617767,4.426434359,14.32890255,16.38173502,16.67355641
Ghana,GHA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,17.14614499,9.784946237,12.86727457,12.45454545,15.53398058,8.253751705,7.839262187,7.779255319,10.64705882,11.1944028,12.79327136,9.64,12.57548845,14.08169095,9.570815451,13.64754874,8.535090408,10.00627072,4.045554179,6.608319751,4.935592271,4.005452593,3.733907069,3.316706332,4.150265559,6.634931555,5.802386814,3.910991957,5.417353186,5.608397885,5.471652043,7.317729263,1.258315123,6.0488882,12.45385207,11.59119935,13.21941669,4.22496351,10.25254972,3.452108378,5.554685572,7.019600375,7.443260612,7.007867565,7.313823831,3.72900079,9.386497282,-0.919596089,-2.96336861,3.420839273,-0.683193858,0.387756379,4.518123342,14.8940511,19.79230822,18.85177984,19.96513426,16.77090426,20.66060847,16.72167258,14.69900924,14.43908592,15.62048332,9.270544905,11.17639681
Gibraltar,GIB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
